OBJETO DE CONHECIMENTO;BIMESTRE
ESTRAT…GIA DE LEITURA: LOCALIZA«√O E RECUPERA«√O DE INFORMA«√O CONSIDERANDO OS OBJETIVOS DA LEITURA E DAS MARCAS/PISTAS DISPOSTAS NA SUPERFÕCIE TEXTUAL. (A);6
FORMA«√O DO LEITOR LITER¡RIO: LEITURA/ESCUTA DE TEXTOS LITER¡RIOS DO CAL PARA FRUI«√O EM COLABORA«√O COMO O PROFESSOR, COM OS COLEGAS E COM CERTA AUTONOMIA. (A);6
FORMA«√O DE LEITOR - PROCEDIMENTOS DE LEITURA: DEFINI«√O DOS OBJETIVOS DE LEITURA E SELE«√O DE TEXTOS CONFORME AS NECESSIDADES E INTERESSES.  -LEITURA COMPARTILHADA, COM ESTRAT…GIAS DE LEITURA (ANTECIPA«ıES, PREVISıES E CONFIRMA«ıES... ;7
COMPREENS√O EM LEITURA: LEITURA/ESCUTA DE GÍNEROS TEXTUAIS DO CAMPO JORNALÕSTICO PARA P˙BLICO INFANTIL.  - ESTRAT…GIAS DE LEITURA: ANTECIPA«ıES E PREVISıES COM BASE NAS PISTAS TEXTUAIS, CONFIRMA«√O E V ERIFICA«√O DAS PREVISıES DURANTE A LEITURA...(A/C);7
COMPREENS√O EM LEITURA: - LEITURA/ESCUTA DE GÍNEROS COMO: CARTAZES, AVISOS, FOLHETOS, REGRAS E REGULAMENTOS DENTRE OUTROS DO CVP.  - ESTRAT…GIAS DE LEITURA - RECONSTRU«√O DURANTE A LEITURA DA SITUA«√O SOCIOCOMUNICATIVA (GÍNERO, FINALIDADE...) (A/C);7
PESQUISA: LEITURA/ESCUTA COMPARTILHADA DE TEXTOS INFORMATIVOS DE PESQUISA EM AMBIENTES DIGITAIS, IDENTIFICANDO NOS TEXTOS MULTISSEMI”TICOS ELEMENTOS QUE TRAGAM INFORMA«ıES SOBRE O TEMA DE ESTUDO E ELEMENTOS QUE N√O TÍM RELA«√O COM O TEMA... (I/A/C);7
RECONSTRU«√O DAS CONDI«ıES DE PRODU«√O E RECEP«√O - LEITURA/ESCUTA DE GÍNEROS TEXTUAIS DO CVC QUE CIRCULAM NAS DIVERSAS MÕDIAS.  - ESTRAT…GIAS DE LEITURA - ESTABELECIMENTO DOS OBJETIVOS DA LEITURA.  - IDENTIFICA«√O DOS ELEMENTOS DO CONTEXTO DE ... (A);7
LEITURA COLABORATIVA E AUT‘NOMA: LEITURA/ESCUTA PARA FRUI«√O, EM COLABORA«√O COMO O PROFESSOR E COM OS COLEGAS, DE CONTOS (POPULARES, DE FADAS, ACUMULATIVOS...).  - ESTRAT…GIAS DE LEITURA - ANTECIPA«ıES, PREVISıES E CONFIRMA«ıES DA TEM¿TICA E... (A);7
ESTRAT…GIA DE LEITURA: LOCALIZA«√O E RECUPERA«√O DE INFORMA«√O CONSIDERANDO OS OBJETIVOS DA LEITURA E DAS MARCAS/PISTAS DISPOSTAS (...).  INFERÍNCIAS DE INFORMA«ıES IMPLÕCITAS E EXPLÕCITAS (...).  VERIFICA«√O E CONFIRMA«√O OU N√O DAS INFERÍNCIAS...(A);7
LEITURA DE IMAGENS EM NARRATIVAS VISUAIS: - ESTRAT…GIAS DE LEITURA - ESTABELECIMENTO DOS OBJETIVOS DA LEITURA. - LEVANTAMENTO DOS CONHECIMENTOS PR…VIOS DOS ALUNOS SOBRE O G NERO E CONTE⁄DO TEM¡TICO. (A).;7
LEITURA DE IMAGENS EM NARRATIVAS VISUAIS: ELEMENTOS CONSTITUTIVOS DO G NERO QUADRINHOS E TIRAS - FICCIONALIZA«√O, ORGANIZA«√O INTERNA, QUE ARTICULA RECURSOS VERBAIS OAS GR¡FICO-VISUAIS (TIPOS BAL’ES, LETRAS ONOMATOPEIAS), EIXO TEMPORAL ... (A);7
DECODIFICA«√O/FLU NCIA DE LEITURA: LEITURA/ESCUTA DE PALAVRAS USADAS COM FREQU NCIA E/OU TEXTOS CONHECIDOS - CANTIGAS E POEMAS LOCAIS, REGIONAIS E NACIONAIS, LETRAS DE M⁄SICAS INFANTIS ENTRE OUTROS. (A/C);7
COMPREENS√O EM LEITURA: LEITURA COMPARTILHADA, DE SLOGANS, AN˙NCIOS PUBLICIT¿RIOS E TEXTOS DE CAMPANHAS DE CONSCIENTIZA«√O DESTINADOS AO P˙BLICO INFANTIL CONSIDERANDO A SITUA«√O COMUNICATIVA, O TEMA E A FINALIDADE DOS TEXTOS - ESTRAT…GIAS DE...(A/C);8
COMPREENS√O EM LEITURA: LEITURA E ESCUTA, EM COLABORA«√O COMO O PROFESSOR E COM OS COLEGAS, DE GÍNEROS TEXTUAIS DO CPEP.  ESTRAT…GIAS DE LEITURA - ANTECIPA«ıES E PREVISıES COM BASE NAS PISTAS TEXTUAIS, CONFIRMA«√O E VERIFICA«√O DAS PREVISıES... (A/C);8
IMAGENS ANALÕTICAS EM TEXTOS: LEITURA, EM COLABORA«√O OU COM AUTONOMIA, TEXTOS DE GÍNEROS INFORMATIVOS RELACIONADOS ¿ ATIVIDADE DE PESQUISA (ENQUETES, PEQUENAS ENTREVISTAS, REGISTRO DE EXPERIMENTA«ıES) ALUSIVOS A TEM¿TICAS LOCAIS, REGIONAIS...(I/A/C);8
RECONSTRU«√O DAS CONDI«ıES DE PRODU«√O E RECEP«√O DE TEXTOS: LEITURA/ESCUTA DE GÍNEROS TEXTUAIS DO CVC QUE CIRCULAM NAS DIVERSAS MÕDIAS.  - ESTRAT…GIASDE LEITURA - ESTABELECIMENTO DOS OBJETIVOS DA LEI TURA. (A);8
RECONSTRU«√O DAS CONDI«ıES DE PRODU«√O E RECEP«√O DE TEXTOS (GÍNEROS DO CVC): IDENTIFICA«√O DOS ELE MENTOS DO CONTEXTO DE PRODU«√O E CIRCULA«√O DOS GÍNEROS (AUTOR(ES), P˙BLICO, OBJETIVO/FINALIDADE, TEMPO/ESPA«O, DESTINAT¿RIO, SUPORTE...) (A);8
ESTRAT…GIA DE LEITURA: LOCALIZA«√O E RECUPERA«√O DE INFORMA«√O CONSIDERANDO OS OBJETIVOS DA LEITURA E DAS MARCAS/PISTAS DISPOSTAS NA SUPERFÕCIE TEXTUAL - INFER NCIAS DE INFORMA«’ES IMPLÕCITAS E EXPLÕCITAS, A PARTIR DAS RELA«’ES ENTRE OS CONHECIM...(A);8
ESTRAT…GIA DE LEITURA: - LEITURA/ESCUTA DE TEXTOS MULTISSEMI”TICOS COM A AJUDA DO PROFESSOR E COM A COLABORA«√O DOS COLEGAS.  - ARTICULA«√O DO TEXTO VEBAL DE DIFERENTES ESFERAS AOS RECURSOS EXPRESSIVOS GR¡FICO-VISUAIS UTILIZADOS (SOM E ...) (A).;8
ESTRAT…GIA DE LEITURA: IDENTIFICA«√O DOS EFEITOS DE SENTIDO PRODUZIDOS PELO USO DE RECURSOS EXPRESSIVOS GR¡FICO-VISUAIS (BOXES DE COMPLEMENTA«√O, INFOGR¡FICOS, NEGRITO, IT¡LICO, LETRA CAPITULAR, SOM E MOVIMENTO, CORES, IMAGENS) EM G NEROS DE TCA.(A);8
PRODU«√O DE TEXTOS: PLANEJAMENTO, ESCRITA, REVIS√O E REESCRITA COLETIVA, EM COLABORA«√O COM PROFESSOR E COM OS COLEGAS, DE DIAGRAMAS, ENTREVISTAS, CURIOSIDADES, DENTRE OUTROS GÍNEROS DO CAMPO INVESTIGATIVO, DIGITAIS OU IMPRESSOS, CONSIDERANDO... (R);8
ESCRITA AUT‘NOMA E COMPARTILHADA: PLANEJAMENTO, ESCRITA, REVIS√O E REESCRITA, EM COLABORA«√O COM O PROFESSOR E COM OS COLEGAS, DE HIST”RIAS CURTAS LIDAS PELO PROFESSOR, CONSIDERANDO A SITUA«√O COMUNICATIVA, O TEMA, A FINALIDADE DO TEXTO E AS... (R);8
