OBJETO DE CONHECIMENTO;BIMESTRE
PLANEJAMENTO TEXTUAL: PLANEJAMENTO E PRODUÇÃO COLETIVA E COM CERTA AUTONOMIA, DE TEXTO A PARTIR DA PESQUISA E LEITURA DE VERBETES DE ENCICLOPÉDIA INFANTIL, DIGITAIS OU IMPRESSOS, CONSIDERANDO A SITUAÇÃO COMUNICATIVA - INTERLOCUTORES... (I/A/C);13
ESCRITA AUTÔNOMA: PLANEJAMENTO, PRODUÇÃO, REVISÃO E REESCRITA COLETIVA DE TEXTOS EM VERSOS, CONSIDERANDO OS ELEMENTOS CONSTITUTIVOS DO GÊNERO POÉTICO, EXPLORANDO RIMAS, SONS E JOGOS DE PALAVRAS, IMAGENS POÉTICAS (...) E RECURSOS VISUAIS E SONOROS (A);13
ESTRATÉGIA DE LEITURA: LOCALIZAÇÃO E RECUPERAÇÃO DE INFORMAÇÃO CONSIDERANDO OS OBJETIVOS DA LEITURA. (C);14
"Formação do leitor literário:                                                                                                                                                     - Leitura de conto de fadas, contos maravilhosos, contos acumulativos, contos populares, fábulas, lendas Amazônicas, narrativas de aventura, de ficção, poema, letra de canção, peça teatral, cordel, mitos;                                                                                    - Seleção de textos para leitura de acordo com critérios de apreciação ética, estética e afetiva constituídos pelos alunos;                                                                                                                                                            - Estratégias de leitura – antecipações, previsões e confirmações da temática e do enredo, com base nos conhecimentos prévios dos alunos e nas marcas textuais (título, ilustrações etc.);                                                               - Reconstrução do contexto de produção e recepção de textos literários;                                                                                                                                            - Diversidade sociocultural presente em textos literários. (C)";14
"Formação do leitor literário:                                                                                                                                                     - Leitura de conto de fadas, contos maravilhosos, contos acumulativos, contos populares, fábulas, lendas Amazônicas, narrativas de aventura, de ficção, poema, letra de canção, peça teatral, cordel, mitos;                                                                                    - Seleção de textos para leitura de acordo com critérios de apreciação ética, estética e afetiva constituídos pelos alunos;                                                                                                                                                            - Estratégias de leitura – antecipações, previsões e confirmações da temática e do enredo, com base nos conhecimentos prévios dos alunos e nas marcas textuais (título, ilustrações etc.);                                                               - Reconstrução do contexto de produção e recepção de textos literários;                                                                                                                                            - Diversidade sociocultural presente em textos literários. (C)";14
Apreciação estética/ Estilo: - Leitura de poemas visuais e concretos explorando impressões e percepções criadas pelos elementos visuais (linhas, traços, textura, desenhos, fotos, colagens) e pela plasticidade das letras (seu tamanho, formato, desenho e cor) e das palavras. (C);14
COMPREENSÃO EM LEITURA: (GÊNEROS DO CVC) - PROBLEMA, OPINIÕES E ARGUMENTOS. - FUNÇÃO DO GÊNERO PROPOSTO.  - RECONSTRUÇÃO DO CONTEXTO DE PRODUÇÃO E CIRCULAÇÃO. (I/A/C);14
CONSTRUÇÃO DO SISTEMA ALFABÉTICO E DA ORTOGRAFIA: DOMÍNIO DE CONVENÇõES E NORMAS RELACIONADAS À GRAFIA DE VOGAIS COMO /E/ E /O/ QUE, NA LÍNGUA ORAL, SÃO REDUZIDAS A /I/ E /U/ EM FINAL DE SÍLABAS VV E CVV. (I/A/C);14
CONHECIMENTO DO ALFABETO DO PORTUGUÊS DO BRASIL: SIGNIFICADO DE PALAVRAS.  ORDEM ALFABÉTICA PROGRESSIVA (LETRA INICIAL.  INICIAL E 14ª LETRA ETC.). (I/A/C);14
MORFOLOGIA: IDENTIFICAÇÃO E UTILIZAÇÃO CORRETA DOS SUBSTANTIVOS E PRONOMES PESSOAIS LIGADOS AO VERBO, ASSIM COMO A IDENTIFICAÇÃO DA NECESSIDADE DE ESTABELECER A CONCORDÂNCIA VERBAL ENTRE ELES NA CONSTITUIÇÃO DA COESÃO E DA COERêNCIA DO TEXTO. (I/A/C);14
FORMA DE COMPOSIÇÃO DE TEXTOS POÉTICOS VISUAIS:- IDENTIFICAÇÃO DA RELAÇÃO EXISTENTE ENTRE O POEMA CONCRETO E O ESPAÇO NO QUAL SE INSERE(...).  IDENTIFICAÇÃO DA FORMA DE COMPOSIÇÃO DE POEMAS CONCRETOS(...).  ANÁLISE DOS EFEITOS DE SENTIDO PROD...(I/A/C).;14
CONSTRUÇÃO DO SISTEMA ALFABÉTICO E DA ORTOGRAFIA: ORDENAÇÃO ALFABÉTICA DE PALAVRAS.  SEPARAÇÃO SILÁBICA.  GRAFIA DE PALAVRAS. (C);14
FORMAS DE COMPOSIÇÃO DE NARRATIVAS: IDENTIFICAÇÃO DOS ELEMENTOS CONSTITUINTES QUE CONSTROEM A NARRATIVA - NARRADOR (NARRADOR EM PRIMEIRA E TERCEIRA PESSOAS), PONTO DE VISTA, PERSONAGENS, ENREDO, TEMPO, CENÁRIO, PERSONAGEM CENTRAL, CONFLITO... (A);14
FORMAÇÃO DE COMPOSIÇÃO DE GÊNEROS ORAIS: CARACTERÍSTICAS LINGUÍSTICO-EXPRESSIVAS E COMPOSICIONAIS. (C);14
"ORALIDADE PÚBLICA/ INTERCÂMBIO CONVERSACIONAL EM SALA DE AULA: ORGANIZAÇÃO DA FALA;  ARTICULAÇÃO CLARA DE PALAVRAS; ADEQUAÇÃO DO TOM DE VOZ. (C)";14
CONTAGEM DE HISTÓRIAS: CONTAÇÃO E RECONTAÇÃO DE FÁBULAS, CONTOS DE FADA, LENDAS, LENDAS AMAZÔNICAS, DENTRE OUTROS GÊNEROS DO CAMPO ARTÍSTICO-LITERÁRIO, EM COLABORAÇÃO COM OS COLEGAS E COM AUTONOMIA, COM OU SEM O APOIO DE IMAGEM, EXPLORANDO... (C);14
ESCRITA COLABORATIVA: PLANEJAMENTO E PRODUÇÃO DE CARTAS PESSOAIS DE RECLAMAÇÃO, DENTRE OUTROS GÊNEROS DO CVC, CONSIDERANDO A SITUAÇÃO COMUNICATIVA, O TEMA E A FINALIDADE DO TEXTO. (I/A/C);14
"Escrita colaborativa: - Planejamento e produção textual em colaboração com o professor, com os colegas e com autonomia, considerando a situação comunicativa, o tema e a finalidade do texto; - Uso adequado do registro formal e dos recursos de argumentação; - Revisão e reescrita coletiva e individual dos textos produzidos. (C)";14
"Planejamento de texto: - Planejamento da escrita, considerando a situação comunicativa (a finalidade, os destinatários, o gênero, o suporte, o contexto de produção e circulação do texto); - Pesquisa, coleta e registros de material temático para sustentação dos textos produzidos ou para criação de acervo com os gêneros trabalhados (banco de gêneros). (C)";14
COMPREENSÃO EM LEITURA: LEITURA COLETIVA E AUTÔNOMA DE NOTÍCIAS. ESTRATÉGIAS DE LEITURA - ANTECIPAÇÕES COM BASE NOS ELEMENTOS CONSTITUTIVOS (...).  IDENTIFICAÇÃO DOS FATOS, PARTICIPANTES, LOCAL E MOMENTO/TEMPO DA OCORRÊNCIA DO FATO NOTICIADO. (I/A/C);15
Imagens analíticas em textos gráficos, diagramas e tabelas, textos de divulgação científica, acadêmicos, de pesquisa e nos de imprensa:                                                                                                                                                       - Identificação e análise dos elementos constituintes dos gêneros propostos relacionando os recursos multissemióticos utilizados (gráficos, infográficos, tabelas e diagramas) às informações verbais contidas no texto. (I/A/C);15
FORMAÇÃO DE LEITOR: SELEÇÃO DE LITERATURA CONFORME OS OBJETIVOS DE LEITURA E CRITÉRIOS DE APRECIAÇÃO ESTÉTICA. (A);15
"Compreensão/ Estratégia de Leitura:                                                                                                                                                - Localização de informação no texto a partir das marcas/pistas dispostas na superfície textual;                                                                         - Confirmação de antecipações e previsões a partir da articulação entre as pistas textuais e o conhecimento prévio do aluno.(C)";15
"Formação do leitor literário/ Leitura multissemiótica:                                                                                                                       - Seleção de textos para leitura de acordo com critérios de apreciação ética, estética e afetiva constituídos pelos alunos;                                                                                                                                                                       - Leitura autônoma de textos narrativos;                                                                                                                                                                                            - Estratégia de leitura – propósitos de leitura (leitura para fruição);                                                                                                                                                (A)";15
"FORMAÇÃO DO LEITOR LITERÁRIO/ LEITURA MULTISSEMIÓTICA:                                                                                                                  - Identificação dos efeitos de sentido produzidos pelos verbos introdutórios dos diálogos (verbos de enunciação ou dicendi) em casos de discurso citado (discurso direto, indireto, indireto livre), pelo uso de variedades linguísticas na representação dessas falas no discurso direto e pelas marcas gráficas que apresentam os diálogos em textos narrativos (dois pontos, travessão, aspas);                                                                         - Verificação e confirmação de hipóteses interpretativas; (A).";15
FORMAÇÃO DO LEITOR LITERÁRIO/ LEITURA MULTISSEMIÓTICA:                                                                                        - REGISTRO E SOCIALIZAÇÃO EM COLABORAÇÃO COM OS COLEGAS DAS IMPRESSÕES CRIADAS PELA LEITURA E DOS CRITÉRIOS PESSOAIS DE PREFERÊNCIA POR DETERMINADO TEXTO LIDO. (A);15
RECONSTRUÇÃO DAS CONDIÇÕES DE PRODUÇÃO E RECEPÇÃO DE TEXTOS: LEITURA/ESCUTA DE GÊNEROS DO CAMPO DA VIDA SOCIAL DOS QUAIS PARTICIPAM COTIDIANAMENTE.  ESTRATÉGIAS DE LEITURA - ESTABELECIMENTO DOS OBJETIVOS DA LEITURA.  IDENTIFICAÇÃO DOS ELEMENTOS...(C);15
ESTRATÉGIA DE LEITURA: LOCALIZAÇÃO E RECUPERAÇÃO DE INFORMAÇÃO CONSIDERANDO OS OBJETIVOS DA LEITURA.(C);15
ESTRATÉGIAS DE LEITURA (HISTÓRIAS EM QUADRINHOS, TIRINHAS): LEVANTAMENTO DOS CONHECIMENTOS PRÉVIOS DOS ALUNOS SOBRE O GÊNERO(...).  LEITURA EM COLABORAÇÃO E AUTÔNOMA.  ESTABELECIMENTO DOS OBJETIVOS DA LEITURA.  RECONSTRUÇÃO DURANTE A LEITURA DA... (C);15
ESTRATÉGIAS DE LEITURA: ELEMENTOS CONSTITUINTES DO GÊNERO QUADRINHOS E TIRINHAS - FICCIONALIZAÇÃO, ORGANIZAÇÃO INTERNA QUE ARTICULA RECURSOS VERBAIS AOS GRÁFICO-VISUAIS, TIPOS DE BALÕES, DE LETRAS, ONOMATOPEIAS, EIXO TEMPORAL, LINGUAGEM... (C);15
LEITURA COLABORATIVA E AUTÔNOMA: LEITURA/ESCUTA PARA FRUIÇÃO, DE CONTOS (POPULARES, DE FADAS, ACUMULATIVOS, DE ASSOMBRAÇÃO, CONTOS INDÍGENAS E AFRO-BRASILEIROS) E CRÔNICAS.  ESTRATÉGIAS DE LEITURA - ANTECIPAÇÕES, PREVISÕES E CONFIRMAÇÕES... (C);15
CONSTRUÇÃO DO SISTEMA ALFABÉTICO E DA ORTOGRAFIA: GRAFIA CORRETA DE PALAVRAS COM REGULARIDADES DIRETAS - P, B, F, V, T, D, QUE SÃO AQUELAS CUJOS SONS SÃO PARECIDOS. (I/A/C);15
CONSTRUÇÃO DO SISTEMA ALFABÉTICO E DA ORTOGRAFIA: GRAFIA CORRETA DE PALAVRAS COM REGULARIDADES CONTEXTUAIS, QUE SÃO AQUELAS EM QUE O CONTEXTO INTERNO DA PALAVRA É QUE DETERMINA QUE LETRA USAR - R/RR, S/SS, GA-GO-GU, GUE-GUI, CA-CO-CU, QUE ... (I/A/C);15
CONHECIMENTO DO ALFABETO DO PORTUGUÊS DO BRASIL: SIGNIFICADO DE PALAVRAS.  ORDEM ALFABÉTICA PROGRESSIVA (LETRA INICIAL.  INICIAL E 2ª LETRA ETC.). (I/A/C);15
MORFOSSINTAXE: CONSTRUÇÃO DO CONCEITO DE CONCORDÂNCIA NOMINAL CONSIDERANDO A ESPECIFICIDADE DA CONCORDÂNCIA (GÊNERO E NÚMERO).  EMPREGO DA CONCORDÂNCIA NOMINAL NA CONSTITUIÇÃO DA COESÃO E DA COERÊNCIA DO TEXTO. (I/A/C);15
MORFOLOGIA: CONSTRUÇÃO DO CONCEITO DE PRONOMES PESSOAIS, POSSESSIVOS E DEMONSTRATIVOS. IDENTIFICAÇÃO DO SENTIDO QUE OS PRONOMES DESEMPENHAM NA CONSTITUIÇÃO DA COESÃO DO TEXTO, RETOMANDO O QUE JÁ FOI DITO ANTES. (A).;15
DISCURSO DIRETO E INDIRETO: IDENTIFICAÇÃO DAS DIFERENÇAS E SEMELHANÇAS ENTRE DISCURSO DIRETO E INDIRETO E DO USO DAS VARIAÇÕES LINGUÍSTICAS GEOGRÁFICAS - REGIÕES NORTE E NORDESTE (...) DURANTE AS SITUAÇÕES SIGNIFICATIVAS DE LEITURA E ESCRITA ... (A);15
DISCURSO DIRETO E INDIRETO: USO DE PONTUAÇÕES CARACTERÍSTICAS DOS DISCURSOS DIRETO E/OU INDIRETO - DOIS PONTOS, TRAVESSÃO, ASPAS, EXCLAMAÇÃO E DOS VERBOS DE ENUNCIAÇÃO. (A);15
FORMA DE COMPOSIÇÃO DOS TEXTOS: PADRÕES DENOTACIONAIS E DA EXPRESSÃO CORPORAL (ENTONAÇÃO, GESTICULAÇÃO, OLHARES, TOM DE VOZ, EXPRESSÕES FACIAIS ...) PRÓPRIOS DE ÂNCORAS E ENTREVISTADORES, RELACIONANDO-OS AOS EFEITOS DE SENTIDO PRODUZIDOS, ... (I/A/C);15
"Planejamento e produção de texto: - Planejamento, produção, revisão e reescrita, em colaboração com o professor e com os colegas, de jornais radiofônicos ou televisivos e entrevistas veiculadas em rádio, TV e na internet, considerando a situação comunicativa, o gênero, o tema e a finalidade do texto; (I/A/C)";15
PLANEJAMENTO E PRODUÇÃO DE TEXTO (JORNAIS RADIOFÔNICOS OU TELEVISIVOS E ENTREVISTAS): ORGANIZAÇÃO DAS IDEIAS E DAS INFORMAÇÕES COLETADAS POR PESQUISA (...)  ORGANIZAÇÃO DE ROTEIRO DO TEXTO A SER REPRODUZIDO ORALMENTE. (I/A/C);15
"ESCUTA ATENTA DE GÊNEROS TEXTUAIS ORAIS: RESPEITO DIANTE DA EXPOSIÇÃO DE OUTRAS PESSOAS, NO QUE SE REFERE ÀS IDEIAS, OPINIÕES E AO MODO DE FALAR;  VARIAÇÕES LINGUÍSTICAS (MODALIDADE ORAL). (A)";15
"Compreensão de textos orais:  Escuta atenta e responsiva de apresentações orais em contexto escolar (palestras, relatos de experiências, homenagens, entre outros); Respeito diante da exposição de outras pessoas, no que se refere às ideias, opiniões e ao modo de falar; (A)";15
"COMPREENSÃO DE TEXTOS ORAIS: VARIAÇÕES LINGUÍSTICAS (MODALIDADE ORAL);  RECUPERAÇÃO DO TEMA/ASSUNTO DO CONTEÚDO OUVIDO; REGISTROS QUE POSSIBILITEM A RECUPERAÇÃO DA FALA MEDIANTE ESQUEMAS OU TABELAS. (A)";15
ESCUTA ATENTA: DE INTERVENÇÕES ORAIS SOBRE TEMAS LOCAIS, REGIONAIS E NACIONAIS, TEMÁTICAS INDÍGENAS E AFRO-BRASILEIRAS E TEMAS DIVERSOS CONFORME INTERESSE DA TURMA, BUSCANDO COMPREENDER O DISCURSO DE SEU(S) INTERLOCUTOR(ES) TOMANDO NOTAS... (C);15
RELATO ORAL/ REGISTRO FORMAL E INFORMAL: OBSERVAÇÃO E IDENTIFICAÇÃO DOS ELEMENTOS CONSTITUINTES DE GÊNEROS DO DISCURSO ORAL COMO EXPOSIÇÃO ORAL, DISCUSSÃO ARGUMENTATIVA E/ OU DEBATE, ENTREVISTA ORAL, DENTRE OUTROS, COM DESTAQUE PARA O ESTUDO... (C);15
CONSTRUÇÃO DO SISTEMA ALFABÉTICO/ ESTABELECIMENTO DE RELAÇÕES ANAFÓRICAS NA REFERENCIAÇÃO E CONSTRUÇÃO DA COESÃO: CONSTRUÇÃO DO CONCEITO E ANÁLISE DE REFERENCIAÇÃO OBSERVANDO OS EFEITOS DE SENTIDO PRODUZIDOS DURANTE AS SITUAÇÕES DE PRODUÇÃO... (A);15
"Construção do sistema alfabético/ Estabelecimento de relações anafóricas na referenciação e construção da coesão: - Construção do conceito e análise de referenciação observando os efeitos de sentido produzidos durante as situações de produção textual e leitura realizadas em colaboração com os colegas e com autonomia; Referenciação – substituição lexical (sinonímia) e substituição pronominal (pronomes pessoais, possessivos e demonstrativos); - Produção de texto, de forma autônoma, utilizando corretamente a referenciação lexical ou pronominal. (A)";15
"Escrita autônoma e compartilhada: - Planejamento e produção coletiva e autônoma de contos de fada, contos de assombração, contos acumulativos, fábulas, crônica literária, conto fantástico, conto maravilhoso, e memórias literárias, considerando a situação comunicativa, o tema, o suporte, os interlocutores, a finalidade do texto e as características do gênero proposto; - Marcadores de espaço – abaixo de, acerca, atrás, adiante, cá, aqui, embaixo, entrada, sítio dentre outros; - Marcadores da fala dos personagens. (A)";15
ESCRITA AUTÔNOMA E COMPARTILHADA: PLANEJAMENTO E PRODUÇÃO COLETIVA DE NARRATIVAS FICCIONAIS QUE APRESENTEM CENÁRIOS E PERSONAGENS COMO PEÇAS DE TEATRO, FÁBULAS, LENDAS, CONTOS, DENTRE OUTROS, CONSIDERANDO OS ELEMENTOS CONSTITUTIVOS DO GÊNERO... (A);15
REVISÃO DE TEXTO: REVISÃO E REESCRITA DE GÊNEROS DE TODOS OS CAMPOS DE ATUAÇÃO, EM COLABORAÇÃO COM O PROFESSOR, COM OS COLEGAS E COM AUTONOMIA. (C);15
COMPREENSÃO EM LEITURA: LEITURA COLETIVA E AUTÔNOMA DE TEXTOS INFORMATIVOS, JORNALÍSTICOS, PUBLICITÁRIOS, DENTRE OUTROS. ESTRATÉGIAS DE LEITURA - DEFINIÇÃO DOS OBJETIVOS DE LEITURA E SELEÇÃO DE TEXTOS(...). INFERENCIAÇÃO E ATIVAÇÃO DE REPER...(I/A/C);16
COMPREENSÃO EM LEITURA (TEXTOS INFORMATIVOS, JORNALÍSTICOS, PUBLICITÁRIOS): FUNÇÃO DOS TEXTOS.  LOCALIZAÇÃO E REDUÇÃO DE INFORMAÇÕES DE DIFERENTES PARTES DO TEXTO.  DISTINÇÃO ENTRE FATOS E OPINIÕES VINCULADOS NOS TEXTOS. (I/A/C);16
COMPREENSÃO EM LEITURA: LEITURA E ESCUTA COLETIVA E AUTÔNOMA DE TEXTOS EXPOSITIVOS DE DIVULGAÇÃO CIENTÍFICA (VERBETES DE ENCICLOPÉDIA, ARTIGO CIENTÍFICO, RESUMOS DE LIVROS E FILMES, BIOGRAFIA E AUTOBIOGRAFIA, SEMINÁRIOS, REPORTAGENS, ARTIGOS...(I/A/C);16
COMPREENSÃO EM LEITURA (TEXTOS EXPOSITIVOS DE DIVULGAÇÃO CIENTÍFICA): ESTRATÉGIAS DE LEITURA (OBJETIVOS DE LEITURA - LER PARA APRENDER.  LEVANTAMENTO DOS CONHECIMENTOS PRÉVIOS DOS ALUNOS (...).  RECONSTRUÇÃO DURANTE A LEITURA DA SITUAÇÃO ... (I/A/C);16
COMPREENSÃO EM LEITURA (TEXTOS EXPOSITIVOS DE DIVULGAÇÃO CIENTÍFICA): ELEMENTOS CONSTITUINTES DO GêNERO PROPOSTO - CONSTATAÇÃO INICIAL, PROBLEMATIZAÇÃO, RESOLUÇÃO, CONCLUSÃO E AVALIAÇÃO. (I/A/C);16
COMPREENSÃO/ ESTRATÉGIA DE LEITURA: - COMPARAÇÃO DO SENTIDO DE PALAVRAS OU EXPRESSõES EM FRASES E TEXTOS LIDOS E PRODUZIDOS EM DIFERENTES CONTEXTOS. (A);16
ESTRATÉGIA DE LEITURA: IDENTIFICAÇÃO, DURANTE A LEITURA DE TEXTOS, DOS PROCESSOS DE COESÃO POR SUBSTITUIÇÃO LEXICAL (SINÔNIMOS, PRONOMES PESSOAIS, POSSESSIVOS E DEMONSTRATIVOS) QUE CONTRIBUEM PARA A CONTINUIDADE DO TEXTO. (C);16
TEXTOS DRAMÁTICOS: LEITURA AUTÔNOMA PARA COMPREENSÃO DOS TEXTOS.  ESTRATÉGIA DE LEITURA - IDENTIFICAÇÃO, DURANTE/DEPOIS DA LEITURA, DOS ELEMENTOS CONSTITUINTES (...).  PREVISÕES, ANTECIPAÇÕES, VERIFICAÇÃO E CONFIRMAÇÃO DE HIPÓTESES... (A);16
TEXTOS DRAMÁTICOS: FUNÇÕES DO TEXTO DRAMÁTICO.  LEITURA DRAMÁTICA (LEITURAS FEITAS POR UM GRUPO DE PESSOAS QUE ASSUMEM OS DIFERENTES PAPÉIS DA PEÇA TEATRAL, REPRESENTANDO-OS DE TEXTOS TEATRAIS MAIS CURTOS. (A);16
RECONSTRUÇÃO DAS CONDIÇÕES DE PRODUÇÃO E RECEPÇÃO DE TEXTOS: ESTRATÉGIAS DE LEITURA - ESTABELECIMENTO DOS OBJETIVOS DA LEITURA.  LEITURA/ESCUTA DE GêNEROS DO CAMPO DA VIDA SOCIAL DOS QUAIS PARTICIPAM COTIDIANAMENTE.  IDENTIFICAÇÃO DOS ELEMENTOS... (C);16
ESTRATÉGIA DE LEITURA: LOCALIZAÇÃO E RECUPERAÇÃO DEINFORMAÇÃO CONSIDERANDO OS OBJETIVOS DA LEITURA. (C);16
ESTRATÉGIA DE LEITURA/ LINGUAGEM VERBAL E NÃO-VERBAL: IDENTIFICAÇÃO DOS EFEITOS DE SENTIDO PRODUZIDOS PELO USO DE RECURSOS EXPRESSIVOS GRÁFICO-VISUAIS (BOXES DE COMPLEMENTAÇÃO.  INFOGRÁFICOS.  NEGRITO, ITÁLICO, LETRA CAPITULAR.  SOM E MOVIMENTO... (C);16
CONSTRUÇÃO DO SISTEMA ALFABÉTICO E DA ORTOGRAFIA: DOMÍNIO DE CONVENÇÕES E NORMAS RELACIONADAS À GRAFIA DE VOGAIS COMO /E/ E /O/ QUE, NA LÍNGUA ORAL, SÃO REDUZIDAS A /I/ E /U/ EM FINAL DE SÍLABAS VV E CVV.(I/A/C);16
CONHECIMENTO DAS DIVERSAS GRAFIAS DO ALFABETO: RECONHECIMENTO DA SÍLABA TÔNICA,  IDENTIFICAÇÃO DAS SÍLABAS QUE TÊM VOGAIS ABERTAS E DAS QUE TÊM VOGAIS FECHADAS, RECONHECIMENTO DOS SINAIS GRÁFICOS COMO O ACENTO AGUDO (...) IDENTIFICAÇÃO DAS... (I/A/C);16
FORMA DE COMPOSIÇÃO DOS TEXTOS: RECONHECIMENTO DE RECURSOS DISCURSIVOS DEFINIDOS NOS GÊNEROS PREVISTOS, DE MODO QUE SEJA POSSÍVEL EMPREGÁ-LOS (...) - IDENTIFICAÇÃO E REPRODUÇÃO, COLETIVA E AUTÔNOMA, EM RELATÓRIOS DE OBSERVAÇÃO E PESQUISA ... (I/A/C);16
FORMA DE COMPOSIÇÃO DE TEXTOS DRAMÁTICOS: IDENTIFICAÇÃO DOS MARCADORES DAS FALAS DAS PERSONAGENS E DE CENA EM TEXTO DRAMÁTICO (OS DIÁLOGOS SÃO INTRODUZIDOS COM O NOME DA PERSONAGEM ANTES DE SUA FALA). (I/A/C);16
CONSTRUÇÃO DO SISTEMA ALFABÉTICO E DA ORTOGRAFIA: ORDENAÇÃO ALFABÉTICA DE PALAVRAS, SEPARAÇÃO SILÁBICA E GRAFIA DE PALAVRAS. (C);16
